t,v,iL
18.45,-2.0183739804288456,1.5295715051584569
18.455000000000002,-2.018765890213553,1.5194786525845092
18.46,-2.019096202303514,1.5093839889796352
18.465,-2.019366757907102,1.4992878155203826
18.47,-2.0195793530578294,1.4891904257580242
18.475,-2.0197357386143495,1.4790921056185444
18.48,-2.019837620260458,1.4689931334026674
18.485,-2.0198866585050905,1.458893779785814
18.490000000000002,-2.0198844686823256,1.448794307818123
18.495,-2.019832620951381,1.438694972924474
18.5,-2.0197326402966174,1.4285960229044428
18.505,-2.019586006527535,1.4184976979323307
18.51,-2.019394159242523,1.4084002314461936
18.515,-2.0191584809882417,1.398303847259192
18.52,-2.018880269041373,1.388208754714748
18.525000000000002,-2.0185607864925164,1.3781151578177135
18.53,-2.0182012656033663,1.3680232558325554
18.535,-2.0178029078067103,1.357933243283309
18.54,-2.0173668837064294,1.34784530995361
18.545,-2.0168943330774978,1.3377596408866779
18.55,-2.0163863648659843,1.3276764163853452
18.555,-2.015844057189051,1.317595812012015
18.56,-2.0152684573349533,1.3075179985886893
18.565,-2.0146605817630405,1.2974431421969548
18.57,-2.014021416103756,1.2873714041780107
18.575,-2.013351915158636,1.2773029411326273
18.580000000000002,-2.012653002900311,1.267237904921166
18.585,-2.011925572511349,1.257176442669216
18.59,-2.0111704989617185,1.2471186982640527
18.595,-2.010388597556205,1.237064805599584
18.6,-2.0095806397739677,1.227014891922814
18.605,-2.0087473784339265,1.216969081759201
18.61,-2.0078895476947562,1.206927496912616
18.615000000000002,-2.007007863054889,1.1968902564653638
18.62,-2.006103021352517,1.1868574767782036
18.625,-2.0051757007655877,1.176829271490308
18.63,-2.0042265608118064,1.166805751519289
18.635,-2.003256242348636,1.1567870250611862
18.64,-2.0022653675732993,1.146773197590494
18.645,-2.001254540022773,1.136764371860119
18.650000000000002,-2.0002243445737933,1.1267606479014014
18.655,-1.9991753474428546,1.1167621230241362
18.66,-1.9981080961862077,1.106768891816532
18.665,-1.997023119699861,1.096781046145236
18.67,-1.9959209282197476,1.086798675155346
18.675,-1.994802023927674,1.076821866340269
18.68,-1.9936668716285735,1.0668507007602641
18.685,-1.9925159041624907,1.0568852548363592
18.69,-1.991349544177725,1.046925603557783
18.695,-1.9901682041308346,1.0369718204819915
18.7,-1.9889722862866313,1.0270239777346284
18.705000000000002,-1.9877621827181826,1.0170821460095438
18.71,-1.9865382753068148,1.0071463945688162
18.715,-1.9853009357421074,0.9972167912427108
18.72,-1.9840505255218965,0.987293402429707
18.725,-1.982787395952274,0.9773762930964841
18.73,-1.9815118881475897,0.9674655267779505
18.735,-1.9802243330304472,0.9575611655772004
18.740000000000002,-1.9789250513317058,0.9476632701655354
